Price_Sector,Reportable_Owner,Brand_House,Date,Value,Volume,Holding_Company,PS_HC_BH_Group,Value_T,Volume_T,Value_Share,Volume_Share
Mid Price,JTI,Mayfair,2020-10-04,4415.421927464278,2450.5765806893996,JTI,Mid Price_JTI_Mayfair,298503.214225341,316264.8448436334,0.014791873980060606,0.00774849503712942
Mid Price,JTI,Sovereign,2020-10-04,8773.572510309601,7455.215904169257,JTI,Mid Price_JTI_Sovereign,298503.214225341,316264.8448436334,0.029391886225005284,0.02357269872298086
Mid Price,JTI,Sterling,2020-10-04,5584.853102287442,9129.466803526017,JTI,Mid Price_JTI_Sterling,298503.214225341,316264.8448436334,0.018709524173067763,0.028866524219724063
Mid Price,JTI,Winston,2020-10-04,868.3561681574059,1784.356268738031,JTI,Mid Price_JTI_Winston,298503.214225341,316264.8448436334,0.0029090345657111793,0.005641968425609386
Mid Price,Other,Karelia,2020-10-04,3233.8897320734973,8710.928200150973,Other,Mid Price_Other_Karelia,298503.214225341,316264.8448436334,0.010833684791186952,0.027543144115362555
Mid Price,Other,Non allocatable OM Brands,2020-10-04,839.6679510753024,8621.698162720388,Other,Mid Price_Other_Non allocatable OM Brands,298503.214225341,316264.8448436334,0.002812927670659635,0.027261007042951924
Premium,BAT,Dunhill,2020-10-04,4391.945880204244,5763.555513478864,BAT,Premium_BAT_Dunhill,298503.214225341,316264.8448436334,0.014713228102424218,0.01822382603519674
Premium,BAT,Peter Stuyvesant,2020-10-04,6160.992124415821,2551.8031689729182,BAT,Premium_BAT_Peter Stuyvesant,298503.214225341,316264.8448436334,0.020639617366950257,0.008068564086642548
Premium,BAT,Royals,2020-10-04,8571.643630709428,1723.32449931631,BAT,Premium_BAT_Royals,298503.214225341,316264.8448436334,0.02871541485057065,0.005448991651817483
Premium,BAT,St Moritz,2020-10-04,1267.149922569899,4922.938950556918,BAT,Premium_BAT_St Moritz,298503.214225341,316264.8448436334,0.004245012657094284,0.015565874711717961
Premium,BAT,Vogue,2020-10-04,9187.84243338015,3368.8233752140873,BAT,Premium_BAT_Vogue,298503.214225341,316264.8448436334,0.03077971021928166,0.010651905926754805
Premium,ITUK,Davidoff,2020-10-04,9410.482333661512,5335.6410735360905,IMB,Premium_IMB_Davidoff,298503.214225341,316264.8448436334,0.031525564500479754,0.016870800408354335
Premium,ITUK,Embassy,2020-10-04,3479.708678040495,8843.358333146885,IMB,Premium_IMB_Embassy,298503.214225341,316264.8448436334,0.011657189980586449,0.027961875868685905
Premium,ITUK,JPS,2020-10-04,5906.908071605014,1070.2125022840548,IMB,Premium_IMB_JPS,298503.214225341,316264.8448436334,0.019788423675551683,0.0033839123118890612
Premium,ITUK,Regal,2020-10-04,9857.117454281566,589.8209036995349,IMB,Premium_IMB_Regal,298503.214225341,316264.8448436334,0.033021813449688346,0.0018649587942382662
Premium,ITUK,Superkings,2020-10-04,350.9384790910175,5966.909669229404,IMB,Premium_IMB_Superkings,298503.214225341,316264.8448436334,0.001175660637362829,0.01886681294653392
Premium,ITUK,Woodbine,2020-10-04,4313.692813293355,2214.3812490733417,IMB,Premium_IMB_Woodbine,298503.214225341,316264.8448436334,0.01445107659724205,0.0070016673847141265
Premium,JTI,Benson&Hedges (JTI),2020-10-04,6567.606240268028,8383.30040963902,JTI,Premium_JTI_Benson&Hedges (JTI),298503.214225341,316264.8448436334,0.022001794042023688,0.026507215538874904
Premium,JTI,Camel,2020-10-04,4830.084918482404,4625.38616599563,JTI,Premium_JTI_Camel,298503.214225341,316264.8448436334,0.01618101477070246,0.014625040504525559
Premium,JTI,More,2020-10-04,7058.521469149784,5537.124774834608,JTI,Premium_JTI_More,298503.214225341,316264.8448436334,0.0236463834651418,0.017507873116824776
Premium,JTI,Natural American Spirit,2020-10-04,9043.6244710031,8348.49878340708,JTI,Premium_JTI_Natural American Spirit,298503.214225341,316264.8448436334,0.030296573169145313,0.026397176036225954
Premium,JTI,Park Drive,2020-10-04,6116.6813800934,7296.7523957411295,JTI,Premium_JTI_Park Drive,298503.214225341,316264.8448436334,0.02049117426077663,0.023071651859847924
Premium,JTI,Senior Service,2020-10-04,1880.2850534515114,319.13069901373217,JTI,Premium_JTI_Senior Service,298503.214225341,316264.8448436334,0.006299044579238864,0.0010090615641188817
Premium,JTI,Silk Cut,2020-10-04,8191.4967555035255,2488.870983228608,JTI,Premium_JTI_Silk Cut,298503.214225341,316264.8448436334,0.027441904693594824,0.007869578373338166
Premium,JTI,Sovereign,2020-10-04,2640.051725974597,2867.5804025797493,JTI,Premium_JTI_Sovereign,298503.214225341,316264.8448436334,0.00884429915713274,0.00906702230530089
Premium,Other,Karelia,2020-10-04,1621.5030510582883,2291.779071529951,Other,Premium_Other_Karelia,298503.214225341,316264.8448436334,0.0054321125327454955,0.00724639209477438
Premium,Philip Morris,Marlboro,2020-10-04,1966.8836299931436,7595.625085534633,Philip Morris,Premium_Philip Morris_Marlboro,298503.214225341,316264.8448436334,0.006589153939589867,0.024016659484521703
Premium,Philip Morris,Raffles,2020-10-04,4724.864864997979,2161.4921417526866,Philip Morris,Premium_Philip Morris_Raffles,298503.214225341,316264.8448436334,0.015828522574739056,0.006834436950529118
Sub Economy,ITUK,Lambert & Butler,2020-10-04,1591.5525720066826,2691.3516954690263,IMB,Sub Economy_IMB_Lambert & Butler,298503.214225341,316264.8448436334,0.005331776999912686,0.008509803537600504
Sub Economy,Other,Elixyr,2020-10-04,2463.431906459641,7201.311923246802,Other,Sub Economy_Other_Elixyr,298503.214225341,316264.8448436334,0.008252614340695135,0.02276987796986178
Unknown,Other,Non allocatable OM Brands,2020-10-04,2332.7118552373104,7338.811498860183,Other,Unknown_Other_Non allocatable OM Brands,298503.214225341,316264.8448436334,0.00781469593649447,0.023204638828854384
Unknown,Other,The King,2020-10-04,8794.734428642972,3187.5056654994314,Other,Unknown_Other_The King,298503.214225341,316264.8448436334,0.02946277966040192,0.010078596206528699
Value,BAT,Lucky Strike,2020-10-04,1256.123574026421,616.0275651279146,BAT,Value_BAT_Lucky Strike,298503.214225341,316264.8448436334,0.004208073863747978,0.0019478218182374613
Value,BAT,Pall Mall,2020-10-04,9825.988494841356,3175.6668592786273,BAT,Value_BAT_Pall Mall,298503.214225341,316264.8448436334,0.032917529951364904,0.010041163003269394
Value,ITUK,Carlton,2020-10-04,8600.352243206244,9570.524689217618,IMB,Value_IMB_Carlton,298503.214225341,316264.8448436334,0.028811590071233913,0.030261108198571498
Value,ITUK,Embassy,2020-10-04,7975.209757065125,8049.529667815344,IMB,Value_IMB_Embassy,298503.214225341,316264.8448436334,0.026717332936470876,0.025451863522153922
Value,ITUK,Paramount,2020-10-04,7747.831013757513,406.20652445971683,IMB,Value_IMB_Paramount,298503.214225341,316264.8448436334,0.025955603305191387,0.001284387218758228
Value,ITUK,Regal,2020-10-04,7831.349081932401,9873.518835057945,IMB,Value_IMB_Regal,298503.214225341,316264.8448436334,0.02623539281563813,0.03121914748362113
Value,ITUK,Richmond,2020-10-04,9031.738235494538,8778.928906019793,IMB,Value_IMB_Richmond,298503.214225341,316264.8448436334,0.030256753713467394,0.027758156017499324
Value,JTI,Club,2020-10-04,6592.412077218247,6129.174773440948,JTI,Value_JTI_Club,298503.214225341,316264.8448436334,0.022084894778525283,0.019379880101663888
Value,JTI,Mayfair,2020-10-04,13.319602120633878,6798.744779058065,JTI,Value_JTI_Mayfair,298503.214225341,316264.8448436334,4.462130216989513e-05,0.02149699813275003
Value,JTI,Sovereign,2020-10-04,3262.410450737274,2740.3361310898613,JTI,Value_JTI_Sovereign,298503.214225341,316264.8448436334,0.01092923055855094,0.008664687763335595
Value,Other,American,2020-10-04,891.2394644989064,4450.679373154766,Other,Value_Other_American,298503.214225341,316264.8448436334,0.002985694699508686,0.014072633888079642
Value,Other,MB,2020-10-04,4314.493381714565,4905.462967472714,Other,Value_Other_MB,298503.214225341,316264.8448436334,0.014453758539623432,0.0155106172799511
Value,Other,Officials,2020-10-04,913.2464669609864,4815.24477949911,Other,Value_Other_Officials,298503.214225341,316264.8448436334,0.003059419207029288,0.015225355767505071
Value,Other,Tornado,2020-10-04,4225.793282974887,3210.198916413819,Other,Value_Other_Tornado,298503.214225341,316264.8448436334,0.014156608979710425,0.010150350153527164
Value,Philip Morris,Chesterfield,2020-10-04,6919.702689135297,6403.171585755054,Philip Morris,Value_Philip Morris_Chesterfield,298503.214225341,316264.8448436334,0.023181333933347842,0.020246232517309625
Economy,BAT,Pall Mall,2020-10-11,2172.201949036522,8398.187367332503,BAT,Economy_BAT_Pall Mall,320696.5530613067,318923.6914361826,0.006773387266876135,0.0263329053088331
Economy,BAT,Rothmans,2020-10-11,8713.255515748799,7634.001584133503,BAT,Economy_BAT_Rothmans,320696.5530613067,318923.6914361826,0.02716978225233094,0.023936765405404462
Economy,ITUK,JPS,2020-10-11,3293.1691464242454,2788.4804708696643,IMB,Economy_IMB_JPS,320696.5530613067,318923.6914361826,0.010268801192243245,0.008743409617242707
Economy,ITUK,Lambert & Butler,2020-10-11,1444.240027132635,9448.859414340784,IMB,Economy_IMB_Lambert & Butler,320696.5530613067,318923.6914361826,0.004503447303521668,0.029627336156152338
Economy,ITUK,Player's,2020-10-11,4211.961108002663,9360.070640386095,IMB,Economy_IMB_Player's,320696.5530613067,318923.6914361826,0.013133789770411016,0.02934893484468233
Economy,ITUK (Pr Label),Kingsmen,2020-10-11,7372.8715669655985,4620.733813608507,ITUK (Pr Label),Economy_ITUK (Pr Label)_Kingsmen,320696.5530613067,318923.6914361826,0.022990180270369625,0.014488524802909249
Economy,JTI,Benson&Hedges (JTI),2020-10-11,9073.360260522597,8664.872201212014,JTI,Economy_JTI_Benson&Hedges (JTI),320696.5530613067,318923.6914361826,0.02829266536827437,0.02716910795241399
Economy,JTI,No.3,2020-10-11,6149.482536650953,3589.355249883156,JTI,Economy_JTI_No.3,320696.5530613067,318923.6914361826,0.01917539330544464,0.011254589565671682
Economy,Other,Austin,2020-10-11,6154.806357755262,5942.236262745128,Other,Economy_Other_Austin,320696.5530613067,318923.6914361826,0.019191994110952182,0.018632156914984738
Economy,Philip Morris,Marlboro,2020-10-11,1418.273412004405,5827.345681706817,Philip Morris,Economy_Philip Morris_Marlboro,320696.5530613067,318923.6914361826,0.004422477879683594,0.018271912178944798
Mid Price,ITUK,JPS,2020-10-11,4363.92505451779,7792.3897921250355,IMB,Mid Price_IMB_JPS,320696.5530613067,318923.6914361826,0.013607645647764571,0.02443339896460565
Mid Price,ITUK,Lambert & Butler,2020-10-11,1326.7632553508845,7665.192721775194,IMB,Mid Price_IMB_Lambert & Butler,320696.5530613067,318923.6914361826,0.004137129765461653,0.024034566661564612
Mid Price,ITUK,Windsor Blue,2020-10-11,2781.357479241099,6178.465078006439,IMB,Mid Price_IMB_Windsor Blue,320696.5530613067,318923.6914361826,0.008672863654725327,0.019372863302138107
Mid Price,JTI,Berkeley,2020-10-11,4621.817359930662,3882.1012850003735,JTI,Mid Price_JTI_Berkeley,320696.5530613067,318923.6914361826,0.014411808657784736,0.012172508312312669
Mid Price,JTI,Dorchester,2020-10-11,8229.93100158385,7055.848813345405,JTI,Mid Price_JTI_Dorchester,320696.5530613067,318923.6914361826,0.025662673711402677,0.022123940625330737
Mid Price,JTI,Mayfair,2020-10-11,8805.017702584115,78.11322859831881,JTI,Mid Price_JTI_Mayfair,320696.5530613067,318923.6914361826,0.02745591625021577,0.00024492764474962016
Mid Price,JTI,Sovereign,2020-10-11,7594.757946780342,1131.3111714026193,JTI,Mid Price_JTI_Sovereign,320696.5530613067,318923.6914361826,0.02368206915316758,0.0035472785552809814
Mid Price,JTI,Sterling,2020-10-11,6264.846572415646,2997.1814749291802,JTI,Mid Price_JTI_Sterling,320696.5530613067,318923.6914361826,0.019535122883650113,0.009397801277892595
Mid Price,JTI,Winston,2020-10-11,7892.145250760194,8023.451619057325,JTI,Mid Price_JTI_Winston,320696.5530613067,318923.6914361826,0.024609385961349806,0.025157904020632588
Mid Price,Other,Karelia,2020-10-11,8942.616513447016,77.85716132988173,Other,Mid Price_Other_Karelia,320696.5530613067,318923.6914361826,0.027884978582035085,0.00024412473397405517
Mid Price,Other,Non allocatable OM Brands,2020-10-11,7574.669614595498,4071.4982803402745,Other,Mid Price_Other_Non allocatable OM Brands,320696.5530613067,318923.6914361826,0.02361942946467363,0.012766371359886857
Premium,BAT,Dunhill,2020-10-11,3731.441482568756,2331.8047954252697,BAT,Premium_BAT_Dunhill,320696.5530613067,318923.6914361826,0.011635427468580949,0.007311481893755358
Premium,BAT,Peter Stuyvesant,2020-10-11,3231.064825182959,3965.000222922498,BAT,Premium_BAT_Peter Stuyvesant,320696.5530613067,318923.6914361826,0.010075146721534249,0.012432441770215444
Premium,BAT,Royals,2020-10-11,7528.889484035849,3001.300347810252,BAT,Premium_BAT_Royals,320696.5530613067,318923.6914361826,0.023476677289376947,0.00941071619450642
Premium,BAT,St Moritz,2020-10-11,6574.861002890742,8771.132473082751,BAT,Premium_BAT_St Moritz,320696.5530613067,318923.6914361826,0.020501813755490674,0.027502291954493684
Premium,BAT,Vogue,2020-10-11,5015.278096351208,3203.3053819466663,BAT,Premium_BAT_Vogue,320696.5530613067,318923.6914361826,0.01563870284378283,0.010044112331452979
Premium,ITUK,Davidoff,2020-10-11,9693.615621240371,7383.388837629806,IMB,Premium_IMB_Davidoff,320696.5530613067,318923.6914361826,0.03022675338636168,0.02315095753589457
Premium,ITUK,Embassy,2020-10-11,7744.558628766335,7552.598153423575,IMB,Premium_IMB_Embassy,320696.5530613067,318923.6914361826,0.024149179512028704,0.023681521179604398
Premium,ITUK,JPS,2020-10-11,3167.9339565461673,7886.504915995126,IMB,Premium_IMB_JPS,320696.5530613067,318923.6914361826,0.00987829125790623,0.02472850129283429
Premium,ITUK,Regal,2020-10-11,1677.9966802645408,9695.027985355977,IMB,Premium_IMB_Regal,320696.5530613067,318923.6914361826,0.005232350220938492,0.030399209107661966
Premium,ITUK,Superkings,2020-10-11,7952.748486379151,1151.364932215717,IMB,Premium_IMB_Superkings,320696.5530613067,318923.6914361826,0.024798359728109846,0.0036101580507577565
Premium,ITUK,Woodbine,2020-10-11,8602.298462344002,2488.5309001157752,IMB,Premium_IMB_Woodbine,320696.5530613067,318923.6914361826,0.02682379458160102,0.007802903851104258
Premium,JTI,Benson&Hedges (JTI),2020-10-11,8918.677746349691,5739.78491364006,JTI,Premium_JTI_Benson&Hedges (JTI),320696.5530613067,318923.6914361826,0.027810332419272155,0.017997361336790512
Premium,JTI,Camel,2020-10-11,332.2780554767457,6015.272260757316,JTI,Premium_JTI_Camel,320696.5530613067,318923.6914361826,0.001036113585583893,0.018861164668166355
Premium,JTI,More,2020-10-11,1591.6018391751918,4354.844434703319,JTI,Premium_JTI_More,320696.5530613067,318923.6914361826,0.0049629527476428145,0.013654816345228258
Premium,JTI,Natural American Spirit,2020-10-11,7726.5654914572415,8089.8323367278645,JTI,Premium_JTI_Natural American Spirit,320696.5530613067,318923.6914361826,0.024093073086383233,0.025366043834177367
Premium,JTI,Park Drive,2020-10-11,6996.440877148067,4569.41778136277,JTI,Premium_JTI_Park Drive,320696.5530613067,318923.6914361826,0.021816389388540063,0.014327621007977458
Premium,JTI,Senior Service,2020-10-11,5631.534511788422,7731.295147800882,JTI,Premium_JTI_Senior Service,320696.5530613067,318923.6914361826,0.017560321300715248,0.024241833878772635
Premium,JTI,Silk Cut,2020-10-11,497.79307341453637,8670.292480459997,JTI,Premium_JTI_Silk Cut,320696.5530613067,318923.6914361826,0.001552224583216442,0.027186103488943666
Premium,JTI,Sovereign,2020-10-11,9277.490429026451,388.3962715959621,JTI,Premium_JTI_Sovereign,320696.5530613067,318923.6914361826,0.02892918661103569,0.0012178344915265763
Premium,Other,Karelia,2020-10-11,1600.636310220156,7269.6530564743225,Other,Premium_Other_Karelia,320696.5530613067,318923.6914361826,0.004991124148173076,0.022794333728352063
Premium,Philip Morris,Marlboro,2020-10-11,8241.008149505251,8804.610740290338,Philip Morris,Premium_Philip Morris_Marlboro,320696.5530613067,318923.6914361826,0.025697214612499557,0.027607264611297033
Premium,Philip Morris,Raffles,2020-10-11,2950.9203183610734,1107.514477422622,Philip Morris,Premium_Philip Morris_Raffles,320696.5530613067,318923.6914361826,0.009201596618960086,0.0034726629195693925
Sub Economy,ITUK,Lambert & Butler,2020-10-11,3333.275000780039,2413.225952930267,IMB,Sub Economy_IMB_Lambert & Butler,320696.5530613067,318923.6914361826,0.010393859768560798,0.007566781702742078
Sub Economy,Other,Elixyr,2020-10-11,8290.481228991945,2515.8682485022123,Other,Sub Economy_Other_Elixyr,320696.5530613067,318923.6914361826,0.025851482187297083,0.007888621372632154
Unknown,Other,Non allocatable OM Brands,2020-10-11,1549.6238830218024,2620.669259510666,Other,Unknown_Other_Non allocatable OM Brands,320696.5530613067,318923.6914361826,0.0048320565601014265,0.008217229794717425
Unknown,Other,The King,2020-10-11,4538.541799120005,8203.638841529599,Other,Unknown_Other_The King,320696.5530613067,318923.6914361826,0.014152137763240579,0.02572288939898705
Value,BAT,Lucky Strike,2020-10-11,3466.900024697287,7856.722980326788,BAT,Value_BAT_Lucky Strike,320696.5530613067,318923.6914361826,0.010810530988259574,0.024635118654704705
Value,BAT,Pall Mall,2020-10-11,9341.394378422297,8560.061930414635,BAT,Value_BAT_Pall Mall,320696.5530613067,318923.6914361826,0.02912845270474899,0.026840470495831836
Value,ITUK,Carlton,2020-10-11,3093.31205682842,1159.3532258717287,IMB,Value_IMB_Carlton,320696.5530613067,318923.6914361826,0.009645604317540262,0.0036352057153575187
Value,ITUK,Embassy,2020-10-11,5653.7203837206025,8484.432795860275,IMB,Value_IMB_Embassy,320696.5530613067,318923.6914361826,0.017629501563865564,0.026603331842965424
Value,ITUK,Paramount,2020-10-11,2519.4944248208963,3905.9090200302217,IMB,Value_IMB_Paramount,320696.5530613067,318923.6914361826,0.007856319005521868,0.012247158567747243
Value,ITUK,Regal,2020-10-11,3185.0569264582064,7430.237829537724,IMB,Value_IMB_Regal,320696.5530613067,318923.6914361826,0.00993168431669837,0.023297854719032476
Value,ITUK,Richmond,2020-10-11,658.4023667821704,3841.914109998783,IMB,Value_IMB_Richmond,320696.5530613067,318923.6914361826,0.002053038489179849,0.012046499564512782
Value,JTI,Club,2020-10-11,7347.988138376989,2575.649840773403,JTI,Value_JTI_Club,320696.5530613067,318923.6914361826,0.022912588452337665,0.008076069322961529
Value,JTI,Mayfair,2020-10-11,1484.0168306332935,4391.7998485536145,JTI,Value_JTI_Mayfair,320696.5530613067,318923.6914361826,0.004627479829350077,0.013770691756314455
Value,JTI,Sovereign,2020-10-11,3416.9587784761766,6066.669052563876,JTI,Value_JTI_Sovereign,320696.5530613067,318923.6914361826,0.010654803570099382,0.019022321688440105
Value,Other,American,2020-10-11,882.8977448666875,5210.55150575894,Other,Value_Other_American,320696.5530613067,318923.6914361826,0.002753062782991329,0.016337925483976105
Value,Other,MB,2020-10-11,7026.267625172276,6539.531148936928,Other,Value_Other_MB,320696.5530613067,318923.6914361826,0.02190939552702047,0.020505002684146793
Value,Other,Officials,2020-10-11,7384.670536497875,1424.6018177929232,Other,Value_Other_Officials,320696.5530613067,318923.6914361826,0.023026971964635264,0.004466904955783097
Value,Other,Tornado,2020-10-11,3211.005848479336,213.69405224785032,Other,Value_Other_Tornado,320696.5530613067,318923.6914361826,0.010012598569668744,0.0006700475944121292
Value,Philip Morris,Chesterfield,2020-10-11,7225.441925216747,110.73381575507635,Philip Morris,Value_Philip Morris_Chesterfield,320696.5530613067,318923.6914361826,0.022530463318810534,0.00034721100604479384
Economy,BAT,Pall Mall,2020-10-18,1171.7159216868745,362.96386045434616,BAT,Economy_BAT_Pall Mall,335435.48216640024,323085.87802084466,0.0034931185994975292,0.0011234284292392647
Economy,BAT,Rothmans,2020-10-18,5074.939496879455,5931.576242209774,BAT,Economy_BAT_Rothmans,335435.48216640024,323085.87802084466,0.015129405703007645,0.01835913187708899
Economy,ITUK,JPS,2020-10-18,1744.711615170138,8967.033939193412,IMB,Economy_IMB_JPS,335435.48216640024,323085.87802084466,0.005201332917740154,0.02775433576398806
Economy,ITUK,Lambert & Butler,2020-10-18,6594.074798185587,8441.028687108326,IMB,Economy_IMB_Lambert & Butler,335435.48216640024,323085.87802084466,0.019658250688322974,0.026126269395667406
Economy,ITUK,Player's,2020-10-18,2221.9014028155293,4951.920646183532,IMB,Economy_IMB_Player's,335435.48216640024,323085.87802084466,0.006623930743597678,0.015326948601151942
Economy,ITUK (Pr Label),Kingsmen,2020-10-18,5527.466549016238,8108.699142652218,ITUK (Pr Label),Economy_ITUK (Pr Label)_Kingsmen,335435.48216640024,323085.87802084466,0.016478479000841702,0.025097658840195627
Economy,JTI,Benson&Hedges (JTI),2020-10-18,7986.247649318619,9064.439752261265,JTI,Economy_JTI_Benson&Hedges (JTI),335435.48216640024,323085.87802084466,0.0238085953153783,0.02805582159080457
Economy,JTI,No.3,2020-10-18,136.80554725647664,6429.477823301913,JTI,Economy_JTI_No.3,335435.48216640024,323085.87802084466,0.0004078445916720617,0.019900213103362877
Economy,Other,Austin,2020-10-18,9141.41079555292,203.81761298359447,Other,Economy_Other_Austin,335435.48216640024,323085.87802084466,0.027252366793498965,0.0006308465545821372
Economy,Philip Morris,Marlboro,2020-10-18,8169.121751530984,3532.340507942261,Philip Morris,Economy_Philip Morris_Marlboro,335435.48216640024,323085.87802084466,0.024353779447454246,0.010933131864446157
Mid Price,ITUK,JPS,2020-10-18,5682.769769165792,9432.632672357708,IMB,Mid Price_IMB_JPS,335435.48216640024,323085.87802084466,0.01694146884063603,0.029195434756046933
Mid Price,ITUK,Lambert & Butler,2020-10-18,5087.601456578532,7186.454399771568,IMB,Mid Price_IMB_Lambert & Butler,335435.48216640024,323085.87802084466,0.015167153527469446,0.022243170898691884
Mid Price,ITUK,Windsor Blue,2020-10-18,3629.426904526257,9779.347864233958,IMB,Mid Price_IMB_Windsor Blue,335435.48216640024,323085.87802084466,0.010820044680681096,0.030268571081287
Mid Price,JTI,Berkeley,2020-10-18,1945.379910053461,2012.8624628732362,JTI,Mid Price_JTI_Berkeley,335435.48216640024,323085.87802084466,0.00579956508324427,0.0062301158911791605
Mid Price,JTI,Dorchester,2020-10-18,7002.335220205317,974.6794854430141,JTI,Mid Price_JTI_Dorchester,335435.48216640024,323085.87802084466,0.02087535634268903,0.0030167814557964996
Mid Price,JTI,Mayfair,2020-10-18,4909.9926283349305,8293.655061891592,JTI,Mid Price_JTI_Mayfair,335435.48216640024,323085.87802084466,0.01463766622607688,0.025670125579913175
Mid Price,JTI,Sovereign,2020-10-18,1546.363402726807,3877.807873523231,JTI,Mid Price_JTI_Sovereign,335435.48216640024,323085.87802084466,0.00461001738021173,0.012002405977252417
Mid Price,JTI,Sterling,2020-10-18,9905.370709424758,9599.33476451679,JTI,Mid Price_JTI_Sterling,335435.48216640024,323085.87802084466,0.029529883497867344,0.02971140312080575
Mid Price,JTI,Winston,2020-10-18,9143.234218519645,4814.707841393661,JTI,Mid Price_JTI_Winston,335435.48216640024,323085.87802084466,0.027257802780637084,0.01490225407216043
Mid Price,Other,Karelia,2020-10-18,9244.17738937396,8162.069450747113,Other,Mid Price_Other_Karelia,335435.48216640024,323085.87802084466,0.027558734483515906,0.025262848072302675
Mid Price,Other,Non allocatable OM Brands,2020-10-18,9225.625844669596,3733.630238827743,Other,Mid Price_Other_Non allocatable OM Brands,335435.48216640024,323085.87802084466,0.027503428632791503,0.011556154238926095
Premium,BAT,Dunhill,2020-10-18,5844.252904824932,4282.207603575243,BAT,Premium_BAT_Dunhill,335435.48216640024,323085.87802084466,0.017422882239767824,0.013254084733777706
Premium,BAT,Peter Stuyvesant,2020-10-18,4554.826687310073,3558.2541244201716,BAT,Premium_BAT_Peter Stuyvesant,335435.48216640024,323085.87802084466,0.013578845797388094,0.0110133384542131
Premium,BAT,Royals,2020-10-18,3551.3299553539746,2012.9769088389037,BAT,Premium_BAT_Royals,335435.48216640024,323085.87802084466,0.010587222116210885,0.00623047011887357
Premium,BAT,St Moritz,2020-10-18,5897.58627450174,2455.9915610918624,BAT,Premium_BAT_St Moritz,335435.48216640024,323085.87802084466,0.01758187964019892,0.007601667940848248
Premium,BAT,Vogue,2020-10-18,6381.576707677529,5780.815761159352,BAT,Premium_BAT_Vogue,335435.48216640024,323085.87802084466,0.01902475154525187,0.01789250522669514
Premium,ITUK,Davidoff,2020-10-18,7720.846496512367,7915.719791491179,IMB,Premium_IMB_Davidoff,335435.48216640024,323085.87802084466,0.023017381603900416,0.024500358356673448
Premium,ITUK,Embassy,2020-10-18,5325.85769255376,3237.7499009723297,IMB,Premium_IMB_Embassy,335435.48216640024,323085.87802084466,0.015877442833885265,0.010021329068314891
